200	100
26831	28673	566	29802	715	19041	30303	6480	28207	24362	863	8064	9809	24561	27078	1367	12263	32545	4259	23227	19470	26352	28836	4014	23698	7314	14974	4386	23913	9132	15503	10255	6016	30219	19394	20164	28859	9110	13236	28795	32055	11905	29205	18223	13778	30660	16720	19378	30701	20428	13934	27642	12912	32624	30263	31675	25615	23846	17819	4924	20172	17015	31057	20579	1213	30128	2238	11793	12816	23515	18456	26038	18508	1773	3531	3868	28377	29761	18204	29319	23747	3909	16396	16640	32699	19572	8831	9966	5215	28804	28829	27878	5051	22496	32377	6852	6671	21080	12016	20731	
10962	26391	30677	19497	30200	5334	29003	18159	625	25168	29809	11775	25074	21238	3397	23158	20983	5091	17346	18029	28169	29970	76	28618	22332	719	3918	23900	29949	21355	2082	31272	13066	23860	6961	15101	24770	26788	2907	16975	5535	29401	22169	30274	16129	5189	20960	15620	15149	16295	15433	21344	9621	27962	3440	29072	14426	1580	793	12883	26383	9297	12826	28736	5824	31257	7797	3418	5938	30400	7876	22756	16749	31428	3802	1911	24440	12444	5543	29009	16740	23975	604	2800	9099	16227	1232	19424	18970	18655	17698	30673	30157	21619	7841	32236	5626	7598	488	25191	
23505	6032	16973	26199	4834	29433	21117	25030	25312	26978	13408	1030	24228	8139	8259	28228	1140	13812	10037	23648	4998	21968	21681	20477	23232	22327	4990	29140	25794	19419	22996	7501	9510	1917	24768	19024	2822	30817	27337	18776	7359	25599	24020	1482	245	23547	13381	17030	6360	32599	2407	1211	4005	23528	17678	8447	879	1030	10875	7839	11039	11400	20095	25907	7610	26352	14564	26742	7906	19426	13576	18005	5280	10715	5579	2886	2656	3103	28843	4315	25917	11763	5166	10903	11647	11789	15745	5376	4450	5705	20830	23285	1306	2973	7218	9538	9235	14927	23936	10354	
14205	21093	8832	9445	1544	10334	13325	11554	20716	19999	7102	9837	8749	14384	1106	14237	20509	17192	31057	6696	23074	11622	18928	384	697	22786	4917	3234	19131	27139	13661	30187	12768	5331	14459	29998	24705	12528	25697	2053	7842	25571	4035	5220	15407	30838	27290	6516	20102	13858	18375	25246	26422	19655	10745	28901	10246	10400	6096	3706	22586	17013	31555	16522	24337	16402	4159	2907	18322	30969	9872	15511	12680	13140	15109	12264	21452	11565	11215	16836	29634	17889	3115	25739	30246	23506	23361	3023	27913	12893	8779	25074	18198	29708	15865	31735	1050	9484	22292	32658	
4804	6625	20067	28545	15273	18008	8139	4639	15754	30909	185	9783	32474	21839	15813	23062	30843	9713	7055	14564	15817	21026	16109	564	17881	4911	24649	8153	23042	14503	20036	11771	19869	4368	927	18795	25354	19160	21596	6196	500	24975	30240	16499	8917	27475	26588	16744	5052	23179	31916	25292	31310	2008	3584	11877	14090	6216	6393	10201	3538	5069	19222	14016	14247	16366	16911	30460	16821	4797	769	25421	23951	21001	27852	3616	1723	13012	10681	23720	8561	3335	25697	30768	30368	30565	17354	27056	12594	24510	29394	5022	16529	29541	14033	32262	17514	27620	22906	10461	
26033	5101	27138	22675	16613	6292	6533	4327	17813	31420	13989	12799	12067	13519	3188	27576	31432	26803	10388	31547	32472	10745	19612	26321	1863	14423	3774	11256	7021	15960	28071	5046	20742	26706	23463	8493	20605	26521	1298	20080	28266	13810	21990	2965	32345	11594	685	13323	17101	18344	6309	28206	7812	7009	22815	10521	27389	26507	25637	11451	6200	17587	30303	28718	31165	19923	15928	10819	25823	21886	3132	20578	1090	31582	25284	30609	1179	13792	10454	19410	32439	9262	1095	4530	17087	15454	7970	26143	26810	10728	23630	12410	19027	28766	16234	31469	18908	9815	3068	9471	
2708	23725	24523	9317	32293	1512	19593	18459	27505	29177	13493	12724	21134	12844	28608	30959	21007	31064	31087	11658	29062	19544	12416	11099	30023	5823	26768	29852	8046	30664	21308	1671	547	23436	1159	23587	18204	13432	5755	4957	4196	26877	12308	26714	22107	18825	29529	31500	26367	8887	5836	4867	27241	16323	11780	21894	4250	28992	26009	8675	19576	27661	13888	2051	16404	5253	21303	3393	15918	2550	22500	13180	1275	1620	30905	30315	5670	26159	15194	13105	20500	27875	31234	11826	11372	6415	13859	11044	18391	7496	32332	19305	5892	20750	27472	9884	27888	11774	30885	20842	
13924	11594	15370	18083	3775	6503	16492	26256	4597	10245	2059	136	4056	28740	31193	6846	1174	4389	15906	27741	31363	7230	20082	15831	14617	6323	15540	9081	25917	12897	30103	17988	30404	26972	566	12024	10038	21916	3319	18289	15826	21235	11699	1590	23762	10562	16664	30800	13296	1261	20300	7512	15400	21388	17875	18900	24768	22756	2227	964	14726	4117	7894	3447	14937	11540	32175	4771	31722	21084	14369	11189	452	20193	5276	11110	8586	30790	20105	27279	28544	30031	1768	1598	21581	3225	10295	17417	12288	19337	16790	4258	11856	6530	7466	19628	12328	2907	5567	23501	
28259	2832	28593	10757	14804	10167	14604	6974	31881	8630	29938	6436	24656	1844	5693	13110	15995	29901	3430	1309	15585	20106	28070	22333	15397	1296	27994	11659	31547	15127	17836	14494	5159	24350	13680	23816	13832	3421	11084	17638	16470	19964	23324	12214	9064	898	17044	29801	10809	7568	24871	27065	4459	25551	10024	10429	3980	27943	24624	23995	12953	5938	7359	6973	14016	4592	24358	25447	14954	21436	4004	23431	29561	2430	31695	24046	18894	22307	25909	24063	31503	31818	25412	21125	11175	12608	7271	6730	2318	20527	6770	3813	24906	7826	15936	14803	21430	19180	5786	24521	
32514	29370	7771	22089	20603	17574	9682	22388	22668	4861	27496	18463	18565	27235	10115	9256	32156	198	4010	1290	15666	4240	5353	30384	1623	29729	24951	3719	7311	5500	22934	30935	12246	1600	9147	28755	17891	21467	31727	21487	18602	27642	22133	20209	24100	9539	5549	18251	27986	16455	22328	1576	29824	29874	7261	20165	5319	24261	20907	22402	30421	24839	31200	22841	27889	20023	10	10446	30265	28548	29932	3847	1838	15105	15267	21150	15219	20051	27018	10389	21714	428	23898	32458	11136	9982	20886	21707	29602	18792	28198	5867	31759	245	7489	12182	19032	11909	10129	17121	
14342	13323	23442	18533	29986	31993	17468	30542	5115	27385	13025	14511	547	31454	8280	5145	4795	13786	10587	19051	32240	17137	10798	4843	31174	11437	15745	11926	20501	12052	8856	17845	5584	8663	20137	17329	26509	21196	11654	9512	20290	25758	21883	27712	14157	1476	12922	12092	3768	5039	27765	30029	698	32328	3340	21930	29057	32665	10344	3298	31278	31690	3431	31857	20002	7504	16633	18578	10104	353	18634	2133	2258	2219	2337	15345	10841	8261	14856	32091	14335	5862	14253	7960	17672	21077	12808	11599	6344	31008	32702	1314	14510	25745	6213	30270	21377	28382	31049	8881	
29162	29088	31567	4349	4147	2182	22937	9322	1358	27723	29001	28576	23321	31205	31689	5492	31712	14848	18537	11267	22819	31914	14666	22013	28570	23888	1916	1604	19575	17129	4707	8630	30699	12401	15967	29510	26859	31129	9899	9810	26164	12221	9862	15153	30861	23318	32145	10763	21068	21553	4985	10221	20507	20895	7893	16924	30460	32239	13138	17322	5003	10713	31501	6472	24195	28348	8000	10075	19076	21835	9249	18002	24340	21634	15367	22838	17635	15584	21967	12930	26451	25552	27262	15158	20279	9064	20007	4135	6875	597	2064	2457	14150	6166	30224	24847	16059	361	16187	26978	
8326	30979	22978	3345	30197	26756	10260	1752	10404	1450	29001	2180	19965	20421	14529	17413	23552	363	14600	2757	6976	19052	1533	30520	31278	26120	6708	21685	9626	24928	21400	14724	2679	9771	9045	1848	9439	7594	29941	17726	16471	32734	4296	2487	3411	8952	32138	25731	12285	24337	9536	158	11314	23067	16739	28592	21197	20504	21056	21471	5161	11146	9631	23528	23521	554	12451	17774	23002	18908	16625	22930	23684	23011	18708	6083	8284	3153	19489	727	14518	5058	11414	17499	30137	22858	25224	6696	27563	30380	23806	16951	32623	8397	4760	22711	7243	5736	1396	23644	
30447	26370	15953	19705	435	9761	757	6225	30241	24249	19405	18731	6067	23271	15572	11428	5085	5089	9653	25033	9038	24110	19764	1893	20596	9746	3018	31768	1854	20557	31119	25769	21029	4869	13150	27805	26733	23296	31539	29961	29096	4374	14295	9636	8829	21478	6080	5152	5799	31177	23346	30139	3136	28420	2475	3857	25664	17474	5758	22068	3137	321	14526	31486	13701	4043	31325	18854	32057	21224	17045	7058	27131	15954	24455	19052	25243	553	21283	22904	542	7912	26439	18725	27913	30104	19755	18658	3036	10307	19452	15154	20188	24236	17095	16387	24341	17213	409	14652	
24736	19521	15845	32149	10786	9555	9765	11691	5525	19734	22724	24404	20043	15143	16956	4911	16431	8784	9852	10368	3151	8959	22924	17211	9879	502	27507	22623	223	14147	19289	21637	26409	26995	9705	4281	28963	10499	761	2440	11508	23	26221	3162	26420	10862	30808	20227	13372	2454	30821	9620	7841	10588	118	19063	7931	26759	23178	27835	16619	6598	28132	30892	6492	12518	1898	20135	29192	20552	331	23596	20030	19091	3556	19253	11491	27814	10725	15302	11192	9169	31151	15302	28634	21572	5633	28941	30607	29639	3028	10686	14655	15532	4995	18135	13249	3330	17199	13574	
21465	17932	16482	26559	21246	16370	13554	2699	29536	9653	2857	23715	15657	19816	13602	27325	8451	24734	886	6950	9179	26911	20249	16401	30693	5599	31358	9263	9953	19504	3586	17791	12700	22838	29575	12904	18617	22427	5471	15621	689	7557	25709	30912	13081	18117	2438	13858	18212	12114	17949	28905	19304	29173	18464	25691	32485	16197	29981	14811	5955	8406	28841	1466	6747	31918	25090	1615	28921	27896	15603	22858	5856	16381	4600	6981	3087	13391	10659	9628	27459	17735	28478	24191	18877	7090	28338	20293	17477	30408	27048	29955	23919	8542	18413	32606	4381	18268	26395	29085	
16709	16240	3446	23043	24565	7428	1044	4955	31380	7790	7233	17620	2666	19303	9249	5135	11875	22463	3735	15735	12815	7759	21094	1745	1518	18478	17558	16403	3307	29736	29210	18042	25382	29291	15535	15831	502	26756	16135	29738	25903	29066	15399	9073	5536	3737	7694	1474	15584	31618	18327	28568	9803	15297	15776	25707	20807	29616	27500	22915	30924	25082	1606	6925	13347	3409	21607	1903	5357	31332	23322	5337	26216	32267	14366	21788	29166	32709	10828	27584	27838	16485	3449	10832	29439	30984	19870	18169	13314	26186	5431	24916	13256	5050	15080	18815	17860	31627	12902	15730	
9441	20108	1173	4240	19655	30810	4846	29053	30810	13267	10788	16944	27012	17359	10247	13897	24117	9227	14504	11172	22184	18022	28350	28974	4327	12368	15176	28663	23953	3199	2164	27273	12763	1251	31680	18041	6869	30941	9055	5179	30191	25516	4830	18746	4795	1832	13063	24616	8692	11954	18694	21395	5568	7787	30922	9914	22322	676	18094	28830	29971	29590	23641	7516	12258	24915	5346	22969	1817	31741	5176	23807	11186	27702	28098	1288	31722	28631	7746	30872	27717	12005	23807	17392	466	23745	2083	9119	16816	31134	12386	29084	14801	18488	2012	26770	1790	19396	14405	12667	
31771	25122	25667	28528	20141	20058	22551	15807	27801	18246	11648	21567	24366	24204	26332	17888	24422	21456	17809	3462	32617	10279	24491	23832	3411	1486	14535	25299	4919	20508	25135	30949	6244	28597	26182	29495	2023	12033	807	32650	24657	15068	30857	19397	4282	7055	27878	26253	9989	14847	11740	3607	13158	17701	20435	24890	1314	3006	28896	9929	9366	7748	8937	7967	11899	19740	16650	5115	29800	22289	13368	6799	1688	23553	27428	15315	2798	26582	2402	30495	1334	10680	4555	21241	29870	11138	4128	28716	27333	7538	1520	21274	32546	2596	7867	22354	17640	1729	28503	357	
9529	13172	17555	8950	17145	8221	17691	1297	19412	26954	27291	3262	23170	8547	5671	3541	20041	23076	17371	16403	15300	25168	8638	2670	23268	2980	3564	6310	5684	3338	16373	28445	8033	21776	8576	28904	11513	24728	6708	3110	17779	27089	21208	144	15216	870	13240	29778	16192	29685	8779	19226	10664	26050	16916	29550	25570	16045	15558	7746	4326	13409	21931	5322	23528	28879	19526	8333	4130	23259	21048	14779	24019	22356	6240	28608	28808	5674	14150	16409	15002	16347	30394	20326	6648	5935	14520	14529	14886	25381	2959	26447	22406	13613	10050	11796	18391	24471	23087	4620	
27643	12364	10478	31351	28413	17340	9596	15220	30290	1047	16793	11985	10079	10432	8302	20258	9788	18943	11123	2320	29112	23798	28304	14068	16541	11222	32643	31397	17461	7762	29825	27021	29708	26196	11808	16131	18168	25839	30836	2261	32087	23446	18296	547	24728	15755	4784	4212	7165	13721	5133	5891	4766	13318	28177	5210	22194	6340	32051	15906	9738	19943	22661	3898	4062	26204	17812	31750	10188	5335	9104	16650	27166	3853	4525	32695	13644	12580	21704	7556	31937	30055	16462	6465	6370	5183	9818	19112	22605	24670	4893	16438	13918	13118	22403	12089	23288	32202	10003	10793	
18306	20827	19736	4411	21807	29925	15614	28980	26755	23155	510	17531	32275	2256	20990	19059	29836	19847	18354	26887	14326	19214	2056	19591	12858	14143	22211	14770	9442	24071	24165	17940	20513	15458	12115	27282	2835	18311	14900	9283	12613	13407	18842	6017	2424	21308	16100	26944	2466	21448	5731	17055	7222	1340	30395	12989	19109	26322	20364	25294	28965	7292	19282	20590	24497	7126	6282	564	3153	9561	19991	27275	15003	24018	28387	27837	15482	7187	20681	14417	12334	16105	27315	28311	24468	8014	19967	18049	9384	29407	20264	8884	30536	12944	8610	19935	2107	22942	27397	20812	
3441	4293	4462	6581	9100	6580	18722	24152	26784	3774	9589	32333	13367	19154	12523	18456	4249	3501	20636	24443	22858	12366	30429	13710	8915	32170	26908	18193	20421	930	7436	5376	30460	28722	28931	2920	32545	20203	17312	19066	4978	15011	11952	1501	21958	22379	26962	28233	29131	10433	5466	22866	30099	6151	31732	7041	4943	16180	32138	18601	12378	19402	14567	20088	25977	3592	11676	7501	21601	2144	23970	21321	30329	4907	12866	7593	18658	26780	10290	17491	31157	11506	1793	5038	31371	18162	10164	6327	7235	7317	3762	25426	6143	2046	23773	17117	10608	6318	23554	12555	
7764	29947	10867	24304	32572	28606	18930	6232	13715	9805	5585	29021	21212	15017	25688	29241	23867	32248	22375	13656	17719	7989	8284	11186	26814	12838	15159	31575	18281	8846	25853	11339	19458	26533	20826	6037	20292	3013	25481	19603	14305	23654	28281	24720	23498	22092	16424	23704	1706	8703	31827	15755	18867	13436	2642	14961	30878	26666	6718	17677	30701	8719	1364	30901	16500	22340	3486	27489	15383	1702	16592	5377	24533	31439	624	16660	9990	26693	313	15990	21472	15344	7106	16761	6464	11730	30811	11320	4520	27634	21559	12584	10115	29081	19921	1008	21169	24257	11912	3195	
20287	25547	30604	20555	12662	5488	13822	1552	31512	15610	25171	1913	5606	30900	20218	5450	22373	16543	27198	8623	29154	9062	22381	5327	30388	20372	9018	16293	19905	15621	5984	28939	17988	2714	29064	24856	9421	25649	365	26284	21129	1237	29246	11081	4547	10545	17220	20773	23467	1611	13252	16253	19286	6255	9767	2347	14855	24168	15960	8571	28845	21751	16238	21307	4780	18045	27787	11793	9696	17147	28931	24082	23519	21564	5057	8591	127	16977	14823	20786	12697	31806	31925	11850	17420	30963	22188	27492	31236	9342	11251	8987	28284	11646	12793	12593	23041	18139	31324	8670	
5305	12724	9482	11111	31141	9113	32166	26099	3875	23803	2093	13723	6327	992	16601	6848	30218	5851	4933	23713	29491	3132	19667	16940	28214	29060	3659	19733	30154	7964	196	11046	17760	21574	20936	20950	16992	20307	15027	30748	24246	13847	5980	25221	1165	25242	20471	13701	28506	26640	6714	16906	5661	25611	21951	87	2788	28656	1962	11536	29584	18087	14731	15505	32731	29335	16262	6276	154	6098	10673	23475	1088	11916	25789	26	7332	16850	19929	13121	12804	1657	15827	17609	1865	24148	20352	25412	21388	7082	25951	6986	5338	6374	12921	19657	52	30865	19083	2716	
13018	8574	32103	6239	2250	19268	408	31362	15491	12017	12869	19613	13326	12285	25688	20995	7999	4477	5854	29850	19257	2969	689	9706	20272	21824	19797	22131	30323	30235	25377	30532	2985	29887	15519	14793	26970	13606	4917	485	29618	7008	18692	15936	24450	18054	2064	6883	27272	30704	23713	16898	26864	31399	20202	7960	19482	7965	16361	22586	1694	7964	3470	29092	29070	32253	16927	20377	5883	14618	21211	2666	1466	23686	12766	18644	4711	20475	14148	5262	10667	28691	9617	23843	6075	18363	19793	7422	26913	32229	5115	21699	18623	19326	25115	20710	32529	3488	15536	28022	
30386	18440	3539	19513	27170	11210	24730	12542	7878	30275	5180	30767	20784	15440	19062	23462	13985	30141	5421	31169	14284	23809	10068	21177	18653	30504	3344	12335	698	22544	12058	11016	24969	30424	9574	17275	19570	9878	7426	16232	19110	1864	21824	17132	2464	782	30743	22322	6315	11158	20935	21388	32164	3031	11196	23746	1793	16898	20149	28330	32530	30133	28709	9208	9351	32370	3801	12376	3123	20049	732	16570	20495	29937	17560	13805	12162	20148	12093	28016	1247	13356	16999	3205	13360	15824	9979	390	30514	28660	31569	12156	10912	25336	10905	30702	180	15295	21367	5879	
15596	2146	497	1435	23818	21798	16523	22107	21342	3500	17584	16391	13895	32360	14932	19156	2296	2644	29400	21423	376	26854	31534	22992	28652	63	23869	19089	11033	12197	4231	16257	9765	7731	24073	25268	5021	25039	15202	27998	14781	4701	24888	29856	23531	7474	8408	30882	23940	27852	15644	27106	475	14528	19090	6348	28031	4595	23258	17290	19645	32525	30544	13853	17254	15659	12012	12461	2515	30933	15206	2077	23333	4911	413	13539	6353	18291	28985	17431	18269	17566	1935	24265	18532	3946	31174	23448	30176	16509	19000	3712	681	29408	19739	19188	17464	30386	24673	19501	
18865	7198	23260	30657	25633	10890	30374	11895	1027	22545	15040	8026	4106	21812	10233	20748	6426	16588	11538	21853	3991	6211	9759	23324	24035	30724	27440	4654	3106	16432	12849	5596	20801	29075	18447	20849	13622	22230	25885	4869	10377	19958	8373	16532	13587	17909	18466	25427	11270	17615	7357	32067	29997	2479	15703	23814	25461	8035	16087	25586	12973	29453	14372	29284	4746	17180	17734	28246	25326	31355	17864	6196	1385	19464	23136	8684	26625	8776	26066	15429	11566	14169	5393	3697	5417	26920	12967	19429	3174	7652	18776	23656	863	19634	23042	19050	29588	32418	10440	27544	
13776	23521	25967	30637	3501	6449	13064	395	3674	22935	21200	1674	15516	22611	30292	2064	4627	28437	31961	25442	17855	19566	8186	23481	32195	28293	21395	2713	20072	13835	23774	10846	10852	9585	25820	28440	10333	8280	2551	24984	16809	16201	13541	28875	28248	2982	13519	11591	17012	14304	26291	25380	28807	10219	27655	1549	21854	24047	13471	9110	28941	8001	24528	20432	28979	26001	14550	16412	12415	28773	21107	2108	20339	2758	1497	11696	19048	22840	22730	1343	12499	17392	3838	3796	25030	20802	27333	17291	29114	1113	24813	2572	7563	5162	17382	17688	28356	3754	10788	12385	
29981	15423	5061	32671	14658	22389	4980	29664	19670	27891	32397	23327	7096	30637	26753	11801	25221	3419	28029	16476	28254	12073	4166	13985	2539	4784	12136	14171	15263	30501	21903	2448	14654	23248	26933	5608	13469	9408	32637	32260	26026	5822	22111	15888	30123	7039	14854	3228	12235	17694	22902	27815	6866	4041	20082	9725	24628	15546	23709	6084	9293	22888	11231	6481	13291	18175	522	23872	11021	22030	16318	2755	30954	19072	9354	314	25909	23502	7763	31236	31392	1395	10234	31893	31391	15263	31545	22729	15982	22575	6606	7032	10581	21469	29148	12619	4139	8116	8590	11214	
14873	13000	7677	23750	24224	8227	16724	15300	17629	18690	1074	18938	26636	32578	26191	26702	17740	11285	19043	21421	13985	20217	18755	15266	32575	26859	16461	10023	27910	10199	7943	7099	13129	26196	14339	15028	25299	21390	6406	18647	9004	22403	11880	21542	4376	1907	13758	27641	26209	16017	17335	8016	20182	12031	24900	13672	3732	32505	1020	21644	23940	18001	26046	2862	7205	27	32664	28470	17804	17577	11239	18330	17065	24506	13248	29743	715	5870	19343	1983	32102	13437	17150	18523	277	10793	27673	2546	29659	24689	32175	5923	26798	1544	29947	7248	11830	29573	14979	18676	
15058	30556	3649	6966	6620	7693	32513	2494	15918	19099	28938	32711	24036	13120	30720	24437	15204	5727	2057	32361	32668	15290	16943	20628	2443	5605	24582	13640	22275	6139	654	6805	27309	5007	26714	27346	21325	13029	20210	30842	14407	25442	887	23610	3939	17474	26245	31047	24525	28041	26461	7157	13920	9020	14916	26246	12067	18640	20006	63	14356	10467	17791	15042	28965	25898	30332	8599	19845	8875	13917	10252	23072	17964	29725	26943	19817	21739	26197	11897	17495	19855	20574	12221	20653	3423	8885	17057	15487	5554	31396	27485	9970	17830	17695	1058	24131	23573	2285	28333	
6923	21957	7176	1051	193	31711	18501	14079	1920	13987	9015	7090	13066	30809	7505	19178	15118	21643	3148	21134	2214	6001	13512	10441	11556	29101	5942	21854	13838	3129	1013	17723	615	6301	15035	31824	32048	12645	6455	6561	24879	7890	7413	24986	27119	21456	15489	17059	5640	14120	23503	2037	24224	3319	24538	11948	2098	5215	9612	4381	28815	11644	24542	23657	32290	7065	8512	1107	5239	14244	5179	10574	12799	9952	10069	9434	6925	27098	12341	12305	13861	22430	18951	22653	32118	22826	29474	14125	10661	31011	11752	7688	31180	7111	10478	12129	15555	29475	12894	5067	
32670	902	31385	16942	1398	19509	27168	3610	27757	26720	3764	28764	9196	15445	25532	15823	6191	756	31208	16501	14084	20323	16916	26310	12751	22275	32623	32072	8402	6050	9436	9824	27563	11762	8600	1128	6942	28729	24861	18945	30741	8523	583	9387	7141	20406	2486	13715	21971	13628	4979	3243	2519	10886	18390	23040	27808	790	6055	18761	16599	25982	899	15291	31144	29647	29313	21541	26239	22613	23574	2360	19471	2689	18742	12838	3737	24615	28860	16752	20843	16106	29452	8696	12199	500	30967	27230	29253	26602	14815	23177	26459	7454	11547	22404	16028	13831	27292	22924	
