100	200
19723	20472	10292	27941	9049	26581	17032	25004	16249	22938	265	14321	8078	18414	25756	29400	27197	28910	23726	1700	15121	22797	5824	31335	3614	6174	26402	15805	3813	31919	12030	1722	20088	31129	25497	19489	9439	4565	6870	12247	16825	13969	16636	28055	12326	19331	23480	8678	20965	17790	32358	32074	5562	5955	21388	14263	27923	24729	24487	22602	17642	5024	24875	9530	1517	1122	29125	20491	24541	5803	19683	12804	25652	32283	24438	11492	13322	17529	1270	977	17721	2634	5543	16529	704	13730	10780	30972	19557	827	14329	2225	6559	11716	27645	4873	17330	8059	25919	24905	15132	25086	13751	28956	11312	16478	19457	18240	22273	20342	10846	23167	7809	20603	3836	10977	4842	8660	29047	22816	31581	12843	31135	21084	8905	10692	21372	25616	27663	15885	1167	19525	29028	25463	9819	6661	13046	20869	10788	29203	6354	3362	2551	3033	19461	27960	2794	31394	11009	19838	29861	5897	23875	25490	25121	7345	18995	27207	4016	20535	30540	5952	19006	16741	4476	3774	25558	32169	9678	18870	20840	18117	19782	8743	21961	8647	20492	31146	24059	21052	974	11851	29359	5537	26975	20887	25352	13082	19876	22006	3234	13159	29104	9787	25811	21779	32302	23418	10032	4334	
17919	1305	19795	17086	7205	14122	13276	18994	16608	21240	4278	14359	10774	15840	7836	23502	11000	31331	8667	17662	16099	22393	10841	3462	31620	10791	14038	32694	28224	17747	7538	27838	26835	9176	23919	18278	311	30934	15929	22272	18631	6731	24483	5787	32420	31208	8052	5242	16728	8221	30754	26053	953	23927	15581	637	18704	9771	22223	7605	27771	19443	26531	19968	30608	2584	30020	6694	19523	6096	743	15899	9738	13515	15179	15409	13887	25609	4159	3724	24517	18670	29542	3286	21998	23192	3127	23093	8860	24944	3911	28538	22439	29439	6859	5532	28543	24580	15448	25700	8467	18627	1006	6505	10993	19359	18485	23359	22958	491	6	15596	19848	16126	21805	5531	17226	17797	21614	149	25712	26398	24262	6508	25228	16930	16370	18553	25064	4545	3638	13193	30573	17493	14167	9940	15811	19440	24297	2607	17850	23863	29137	13954	26089	4212	4866	16251	11669	6374	17802	1412	32468	1628	30674	9203	5105	17666	21537	3969	29715	20346	31331	30974	6938	18222	1833	18499	22730	26341	3056	17255	11051	917	23718	13878	6191	3960	22122	11742	19094	21346	916	7404	30223	21074	16629	31607	18080	2887	18528	14235	24391	3413	17512	2602	11234	4599	20844	925	
2636	4519	4049	25937	3785	1708	11151	6896	26532	21044	31983	26668	9238	30626	9875	7860	25194	8745	21686	28768	10591	10394	437	12719	28878	890	25550	8308	7564	26968	26664	716	29842	1373	24340	12883	18779	31781	15763	26520	27534	13005	6168	22990	6109	3150	14991	1732	28717	4361	413	14103	16119	13475	22826	4774	2542	11794	1053	22854	14306	5624	4454	5047	19940	16176	8770	20695	1963	32167	26042	17174	20278	20334	28013	21034	22451	7181	16272	29956	24480	32281	18995	26626	24112	19209	7110	4966	8176	19781	1243	13831	5802	25728	1838	10310	24713	72	13794	19268	19071	10459	27405	30802	20964	2621	30327	1193	26976	13703	10655	11612	1290	3202	25855	32650	12753	2932	2705	4312	15388	25914	31122	7198	10669	9623	30598	22113	2763	19916	10876	4098	26272	8041	2195	30260	18144	2402	24765	2227	9899	27493	24771	6068	18613	9067	15498	24087	14500	6542	23188	3044	31673	15898	10697	21749	13491	11750	1144	22512	16112	28901	17561	29049	1238	1784	27989	20389	5489	14086	3528	22961	15709	21583	16645	16372	9959	28157	28506	18450	17775	7420	13526	10611	4113	25612	4361	3571	20356	22037	17419	2779	833	30394	31936	9745	8680	2352	15449	15243	
14560	16721	4894	22281	12094	2796	6763	22020	12265	23392	20473	26081	32507	16745	13919	12907	15978	10041	24281	22656	26087	31435	16455	28938	29190	12404	32633	18482	3744	21435	3241	5328	16502	6762	14921	17445	21014	11749	12544	11724	2051	7867	25839	17390	24592	13947	28728	5046	24589	7113	30401	10756	14245	31920	30517	12390	14727	13114	11596	22084	28612	6206	26957	23130	20344	30842	209	18539	20397	24545	15561	16180	26492	12086	26818	21152	14197	12250	26472	24122	25154	6627	28745	23527	22662	16493	23260	4821	7179	22581	6850	12975	15901	3172	20811	12051	7473	21928	6204	28485	9675	18313	27088	9765	6814	18427	18940	26206	10228	25903	5367	18145	18000	15791	5882	11154	12370	11946	20805	1600	28636	15500	4194	9179	18035	27090	14253	23009	29928	28701	26132	10266	9783	3973	22556	8837	431	26671	11044	14226	10323	4642	26094	9873	8577	26454	27227	14955	31441	13326	13430	7312	8000	16744	2740	21552	10638	28211	891	17838	13796	18944	992	18002	30394	26236	7093	6206	4344	21245	25283	25251	859	30298	15188	31284	7451	15104	7669	3547	18379	16706	21113	2987	10368	3057	14913	21015	23605	23341	4027	353	21358	10618	16169	341	4380	32535	15524	3894	
20673	3979	31584	26617	22484	21888	27185	25265	30311	8404	6478	3915	31495	19182	27990	11643	7652	1358	912	4086	10034	30312	11127	16354	21710	6323	6518	29834	17189	4093	14064	13143	23890	26881	13187	11260	6278	30523	15246	9456	32429	17659	30704	3105	19534	18873	15123	32743	9651	23208	32554	25654	10059	2445	6582	22553	21836	26066	18511	8027	11932	21462	31393	21639	26354	28296	32181	30484	3129	10036	27762	10713	6965	6045	2403	13767	18280	14923	26042	9430	31287	32038	31125	2368	19785	25156	4481	17646	1072	8960	13628	25903	18763	2380	27584	26288	12778	29512	124	30121	19892	13587	11749	32340	17734	19680	20781	8611	19485	7501	2898	25138	27062	8689	29531	7547	24051	21044	15839	9545	9409	9828	32198	3439	23800	29445	25171	441	5763	3688	5731	14371	19392	29823	9455	21321	2601	23791	1752	18719	3637	30567	15844	8674	22137	16944	8451	9038	29203	12038	15832	15378	3656	2599	29556	17281	1900	22441	10853	24970	258	6928	19951	13034	18725	15648	27289	32160	2855	1008	5612	2465	5495	20800	887	29134	14024	6924	27414	291	30319	21090	9332	28721	11277	11376	7119	5838	14959	481	1019	26123	29106	14442	27050	15974	23723	27295	3050	30273	
32134	16908	7663	9363	15788	14209	22035	990	5355	11693	28187	353	11217	6638	30908	19598	32088	12136	12382	31422	15305	16469	8991	4900	31962	18843	24603	5887	28953	23716	2539	23060	10894	23402	29291	16220	13980	15057	9152	11770	3881	16186	31386	21103	9983	26453	13751	17	5489	31030	7849	18106	9537	26028	12248	4285	19137	30158	23498	23838	17721	30422	22946	27138	28553	22579	6887	25444	1039	28633	20103	27146	22475	22748	5404	1719	20673	8253	19053	23971	7071	13316	2104	13864	25760	18574	17967	10942	6064	10281	15168	5417	27601	8414	25625	2801	15805	1166	21228	32275	32205	28481	11375	22006	13593	18362	30248	5280	26081	11855	6631	23594	19244	19959	17044	26737	15278	17317	30250	20751	13295	4052	4356	10122	19370	18019	1624	17866	6771	28836	2561	24785	20381	21936	1921	13222	347	7421	2630	22162	30501	32562	31532	5775	29534	31033	22340	24830	16435	13718	17364	6040	966	8184	9118	24743	8076	22286	4453	18294	7923	28828	25518	16646	31049	17358	7620	26882	10969	11724	29182	2805	26967	1166	14660	19387	30590	11250	976	1846	23543	268	10034	13890	32637	4029	28055	28906	30271	18055	19018	24796	30853	7327	14203	14362	20119	24132	8512	32755	
13275	4944	473	21554	30013	13325	4920	24213	20179	8265	14785	9856	19649	3245	3150	2291	13147	23114	7542	27834	12938	3189	27151	1763	26737	20693	4337	17269	30544	19898	14333	9823	12968	10928	16990	14511	10144	1877	15375	22020	1191	21607	7837	28230	9307	17185	21295	3988	16297	16072	5571	19582	2870	9345	7610	21109	17406	11621	12183	17535	28476	16087	31748	11824	20873	5397	28694	8917	24903	31758	23249	23794	14400	2676	3055	29167	18571	4881	20445	28174	22704	16478	27911	27808	2827	3666	1621	121	29814	5752	1781	161	1570	25156	31580	3404	20166	14247	31623	24844	22268	5089	2695	16966	7399	18583	3900	10467	29466	28453	19041	27719	18101	9781	28104	3463	4305	19857	14567	29142	30495	13365	16020	8513	24523	27817	14349	23965	31911	15245	2363	9661	4485	21621	23096	30952	31204	22776	27150	28297	12752	19972	32450	30249	26115	31604	5777	21403	20304	27109	15993	11126	23874	29381	12795	13257	29696	5804	10272	23817	16755	3568	29114	1870	28075	18292	19692	6079	10879	18880	4588	587	26228	10839	7432	7067	9953	3908	6631	18244	19792	28407	5138	22080	19494	591	28850	10655	3719	7416	13724	28026	6004	24567	16778	41	7222	31363	22955	22965	
7680	27927	12383	1936	18128	709	18747	4228	3478	29901	24148	21738	26008	27758	10938	16156	32021	22268	15938	22573	20264	16435	16009	5335	3312	9931	14645	28340	8686	32588	27518	7601	22446	22820	8942	1473	23722	23031	7012	11470	12907	822	32351	19701	18161	30195	26489	22258	15701	10484	4658	30937	10669	17670	5359	32008	17456	7059	19779	5465	22427	27511	24940	26268	28371	26640	31521	26692	1483	13972	8075	27744	16808	21928	18577	25549	29731	9006	9048	12970	28207	29790	6154	10509	26076	29720	32471	29684	29564	15224	9786	6783	27140	22700	3710	23388	3765	14338	32384	32386	29691	9029	21942	28450	31637	19274	16240	12762	17398	4038	11102	2861	1259	31074	12115	27184	8063	6674	13896	27525	25884	18338	8356	2189	23026	25746	14779	18138	30364	11043	9876	31715	11521	11954	12783	30972	13433	1861	6534	13189	24882	23396	16532	15713	2769	15402	27540	8618	18012	1947	26955	31138	30551	17720	19720	19949	31789	12497	7723	6142	31186	26523	8420	30672	2727	27522	7229	29142	21662	28864	16731	18740	19102	10671	6144	18991	7465	1243	5205	6370	7740	4444	14823	22579	7286	32099	28655	15622	31101	25362	27350	25009	32670	22417	20216	28079	15027	28766	28841	26008	
22602	13028	21877	14160	21251	8784	23212	22143	27962	24480	9503	32066	16102	4092	15908	25889	23233	32074	480	3136	20138	9469	17093	23257	839	10541	18009	15593	16110	22509	32569	1066	20422	15577	10334	9794	8489	28910	9632	11066	16461	7327	19832	24625	5156	24612	10	8786	19584	5654	12131	22019	19579	9273	15615	24159	5142	20121	20622	10471	27936	16600	3063	8564	24410	16838	16542	8817	12248	17714	2531	13638	28586	20480	28907	14103	23996	25212	32162	13743	8187	23790	22784	6327	6073	4719	25740	27436	21843	32250	27423	22800	28433	19910	20203	13663	16205	14547	22715	7236	19928	21187	3196	1421	26777	20972	9981	23389	12151	31659	10483	26912	6010	11003	4928	14020	10540	9542	14453	9255	32326	12667	18325	22731	17032	9568	29724	23505	15337	23850	24383	26661	7664	20811	9846	20726	11362	16011	15160	2665	28957	5210	26629	10894	2372	7524	9898	30355	19868	5735	11201	20535	23094	10049	19319	6018	14671	29262	7058	21683	13684	11760	30386	15995	5866	31855	17622	28776	20556	30212	11555	26020	24182	6448	5345	3039	24482	5458	4039	650	9681	9081	9592	23110	18541	24951	4173	26780	31020	25399	22869	1006	8247	28240	30106	15277	908	5081	18598	24781	
32160	7296	12358	29302	1865	31446	32142	17149	6364	14317	32541	26898	9874	3621	163	20795	15409	9795	25504	897	31720	10947	13678	29032	1146	9584	26241	24613	671	23345	1774	17164	29095	6694	11306	6728	20320	11763	25620	10702	18234	28252	22838	7316	6313	7187	3144	26621	15563	32717	18166	920	3915	32667	11236	18699	32389	7800	2030	4170	1770	6686	18612	23565	32166	6943	15446	10880	28289	11056	32380	15932	4355	26056	13978	29558	6364	5866	2930	30070	25987	15422	28634	26699	21788	7271	11455	23230	16031	26769	19562	5252	22327	7241	19202	5304	1768	3986	12370	21640	28789	28469	30413	8750	12417	3928	25551	10274	6132	19538	13606	29837	26016	28094	18385	5377	17189	16334	7175	6760	2321	22243	23164	6459	3660	12634	16095	31221	1716	11176	2983	11718	13572	31401	27407	7051	29690	8245	24927	22782	23225	3573	13422	1066	108	27252	27749	20771	9004	11385	20933	8179	13860	149	3244	11991	6898	11512	18772	15532	2641	26504	1500	12196	28661	21045	27979	5181	15799	4486	25554	2164	31218	12664	10321	26421	3373	19593	12061	18455	4858	10512	6657	10054	12829	16591	29058	18880	16369	26315	871	12741	13064	32604	2681	14216	10514	32384	904	6699	
1024	8308	21422	7402	25193	4230	9176	1175	30508	29221	5505	2374	1111	58	13505	4169	32071	14011	19335	16991	5137	14972	31266	21032	13857	29513	14599	1756	15393	3123	10190	24381	20765	20007	19837	24778	21732	2245	11785	26422	15793	32110	22810	2072	15626	159	22031	24292	11241	17790	4418	21786	538	1971	11917	15037	23780	1913	25869	17159	22763	3061	18469	14683	17237	24518	8646	635	26156	31709	16878	15867	29699	21647	26479	7158	22237	31976	9714	15103	26186	5187	27963	8794	18643	12823	5551	11373	1176	17428	5651	30065	824	4719	18070	8813	3313	24186	21778	5221	32521	20343	20111	23502	16748	8622	25097	70	16278	19389	16499	28802	26803	3632	15867	11912	31493	8529	6288	3102	7815	30017	1953	2946	4816	14408	31016	14427	29753	5994	8168	3312	23618	27963	14066	14232	24882	21236	7790	21617	14590	18373	13720	28501	876	25197	5641	25098	32632	16649	5176	25273	12279	11049	10560	22178	13178	6697	10724	15629	21365	7103	28368	18052	3745	17104	21025	27711	8862	6792	9768	7136	22749	20393	2411	19297	6845	1059	15341	2378	4340	230	22960	23847	21041	14836	7799	3129	25856	22714	5840	5740	6381	16544	25170	32649	31468	16863	27428	14509	
26872	28306	14015	15866	2299	17937	13300	15500	9966	10874	10800	21678	15937	21648	11775	19534	12925	14793	16079	17839	31528	6306	29175	20062	18153	7990	20215	23143	23020	24591	16641	32712	11144	2364	16825	1574	1823	4515	8506	7871	13382	20633	3929	22688	27174	13232	18989	9496	4642	1744	5583	108	7611	650	24926	4812	29616	5288	15686	23942	14441	5897	1730	18554	30101	26796	27808	9166	25875	7434	12613	29155	25358	13737	19952	3463	19309	6638	23363	108	18026	16691	25343	7640	18560	17177	32527	13727	18827	16927	27080	29519	30507	25716	25455	15786	26217	20234	4347	10841	2205	22252	14365	23006	26511	23761	31870	20427	27868	1777	584	6961	14491	19735	6631	25436	19265	2808	22801	11453	1730	3267	17667	27176	19193	18937	29198	11840	12618	17023	15443	4399	11142	12786	32203	7834	2574	3386	25994	24531	11580	32354	21572	22097	26110	21158	25104	31326	18884	3790	29036	4624	32157	7611	29569	29818	15516	19776	16809	3363	7553	3379	12335	13240	23445	9411	15958	11261	9942	21003	1948	25097	16212	2024	23103	14003	24539	15880	5889	28744	15314	1860	15912	9087	5219	25136	19914	10414	10461	30704	21831	28989	1622	15693	25111	20827	31380	10760	10694	4593	
11822	31341	5436	24276	10734	12076	4418	25919	19322	16229	18498	13952	27955	12546	10574	17137	17758	2889	24676	298	16514	22449	9201	5493	23312	9461	31635	3459	15945	16488	25635	1117	9309	6536	29939	17052	18384	981	27220	11997	25122	19172	14684	8816	32175	19631	4326	30288	7892	3631	27609	23640	2131	32301	6318	22707	7929	23125	23084	28565	12414	27276	1398	23336	8620	1667	16712	24010	18371	6540	19070	1141	28957	6317	25046	28030	24846	7923	18166	26499	17166	9225	25777	31903	22810	265	4742	15839	26967	14226	3945	25338	12025	12059	6599	4668	21091	23687	18628	25796	11407	2041	2759	31471	22961	9449	27960	13588	24343	28792	4488	25714	26708	18944	29554	2150	24477	31216	25729	27618	25971	23255	24787	14106	27523	6334	8476	18816	30410	31419	3565	28659	19708	27331	30775	19251	4391	12224	15115	31385	5011	3555	10915	24325	22766	16700	29862	2583	7333	1672	21928	11682	21141	9802	18416	8029	27619	13853	3967	17628	25384	1096	18254	31679	21458	24979	21462	21034	8391	15705	24277	9077	28235	18399	16464	27940	29475	3812	30932	28697	25850	18553	8450	29192	1029	16403	29259	13100	2531	6623	19703	27704	32711	24661	24428	26769	16344	4112	21165	4282	
